date,open,high,low,close,adj_close,volume,daily_return,log_return,rolling_volatility,moving_average,absolute_range,relative_range_on_open,relative_range_on_close,open_close_range,upper_shadow,lower_shadow
2019-12-13,10.510000228881836,10.710000038146973,9.81999969482422,10.0,10.0,5412800,,,,,0.8900003433227521,0.0846812867688624,0.08900003433227521,-0.5100002288818359,0.19999980926513672,0.18000030517577947
2019-12-16,10.0,10.050000190734863,9.75,9.75,9.75,918900,-0.025000000000000022,-0.025317807984289953,,,0.3000001907348633,0.030000019073486327,0.03076925033178085,-0.25,0.05000019073486328,0.0
2019-12-17,9.65999984741211,10.0,9.43000030517578,9.84000015258789,9.84000015258789,1020000,0.009230784880809306,0.009188441561305272,,,0.5699996948242205,0.05900618052048128,0.05792679735622893,0.18000030517578125,0.15999984741210938,0.2299995422363299
2019-12-18,9.800000190734863,10.010000228881836,9.600000381469728,9.869999885559082,9.869999885559082,542400,0.0030487533034542214,0.0030441152795042115,,,0.4099998474121076,0.04183671830942723,0.04154000528530739,0.06999969482421875,0.1400003433227539,0.19999980926513494
2019-12-19,9.850000381469728,10.0,9.5,9.880000114440918,9.880000114440918,893500,0.001013194427333941,0.0010126814922997163,,9.868000030517578,0.5,0.050761419353914226,0.05060728686320401,0.02999973297118963,0.11999988555908203,0.35000038146972834
2019-12-20,9.800000190734863,10.140000343322754,9.800000190734863,9.850000381469728,9.850000381469728,296700,-0.0030364101845850033,-0.0030410294309772823,,9.838000106811524,0.3400001525878906,0.03469389244597508,0.03451778065181749,0.05000019073486506,0.28999996185302557,0.0
2019-12-23,9.949999809265137,9.949999809265137,9.6899995803833,9.899999618530272,9.899999618530272,369200,0.0050760644796119525,0.0050632246963600025,,9.868000030517578,0.26000022888183594,0.026130676770438895,0.026262650393963843,-0.05000019073486506,0.0,0.21000003814697088
2019-12-24,9.850000381469728,9.93000030517578,9.75,9.850000381469728,9.850000381469728,419000,-0.005050428180518041,-0.0050632246963600025,,9.870000076293945,0.18000030517577947,0.01827414194972056,0.01827414194972056,0.0,0.07999992370605113,0.10000038146972834
2019-12-26,9.90999984741211,10.09000015258789,9.90999984741211,10.010000228881836,10.010000228881836,918300,0.016243638702096552,0.016113122280559278,,9.898000144958496,0.18000030517578125,0.018163502315571317,0.017982048057943765,0.10000038146972656,0.07999992370605469,0.0
2019-12-27,10.149999618530272,10.149999618530272,10.0,10.0600004196167,10.0600004196167,255400,0.004995023935224108,0.0049825901905466985,,9.934000205993652,0.14999961853027166,0.01477828809534396,0.01491049823793018,-0.08999919891357244,0.0,0.06000041961669922
