date,open,high,low,close,volume,daily_return,log_return,rolling_volatility,moving_average,absolute_range,relative_range_on_open,relative_range_on_close,open_close_range,upper_shadow,lower_shadow
2025-01-02,422.4139505741353,422.9500047735069,411.81216477472935,415.51483154296875,16896500,,,,,11.137839998777565,0.026367121596337598,0.02680491562098618,-6.899119031166549,0.5360541993716197,3.7026667682393963
2025-01-03,417.99651176266025,420.9249216883709,416.46781065088146,420.2499084472656,16662900,0.011395686856023213,0.01133124512629892,,,4.457111037489426,0.010663034049480748,0.010605858437798373,2.2533966846053772,0.6750132411052618,1.528701111778787
2025-01-06,424.865875513533,431.13960318889787,422.3643396757335,424.71697998046875,20573600,0.010629559800995558,0.010573463201512772,,,8.775263513164361,0.020654197051146433,0.02066143791465061,-0.1488955330642625,6.273727675364853,2.352640304735246
2025-01-07,425.85852385294453,427.49643519355806,417.7185585987197,419.2770690917969,18139100,-0.01280831976372132,-0.0128910535040075,,,9.777876594838347,0.02296038718768207,0.02332079981387575,-6.581454761147654,1.6379113406135275,1.558510493077165
2025-01-08,420.3590683350305,423.8433749158129,418.4531451224049,421.4510192871094,15054600,0.005184996642009443,0.005171600831788906,,420.24196166992186,5.390229793407968,0.012822917832503854,0.012789694523756572,1.0919509520788893,2.3923556287035126,1.9059232126255665
2025-01-10,421.52054055637365,421.5999414060332,411.98089654314987,415.88214111328125,20201100,-0.013213583356015968,-0.01330165947641317,,420.3154235839844,9.619044862883356,0.022819872194572016,0.023129256854199098,-5.638399443092396,0.07940084965957794,3.9012445701313823
2025-01-13,412.19930745359136,415.4354451072025,409.27092762989713,414.1350402832031,17604800,-0.004200951801876518,-0.004209800590816493,,419.0924499511719,6.164517477305367,0.014955186400936437,0.014885283488906923,1.9357328296117657,1.3004048239993722,2.928379823694229
2025-01-14,414.7505038729655,416.66636380793307,407.7124253904485,412.6261901855469,16935900,-0.003643377041035789,-0.003650030304314522,,416.6742919921875,8.95393841748455,0.02158873427246532,0.02169987904417363,-2.124313687418635,1.915859934967557,4.913764795098359
2025-01-15,416.06078709453215,425.0147242617403,415.2070689754285,423.1882019042969,19637800,0.025597046358110553,0.025274927264082724,,417.4565185546875,9.807655286311785,0.023572649936085932,0.023175634959052487,7.12741480976473,1.826522357443423,0.8537181191036325
2025-01-16,425.56074187721237,426.34493507947604,421.28230542678756,421.47088623046875,15300000,-0.004058042417299013,-0.004066298614999388,,417.4604919433594,5.062629652688486,0.011896373782874016,0.012011813432636811,-4.089855646743615,0.7841932022636797,0.1885808036811909
2025-01-17,430.91124996405387,431.29840862027794,425.0346177976779,425.8883056640625,26197500,0.010480959843044202,0.010426415371347312,,419.46172485351565,6.263790822600015,0.014536150595099417,0.01470759055671476,-5.022944299991366,0.38715865622407364,0.8536878663845755
2025-01-21,427.04974598441896,427.74460185190514,422.4834247796493,425.3621826171875,26085700,-0.0012353545281189593,-0.0012361182075320352,,421.7071533203125,5.261177072255862,0.012319822507160131,0.012368699633532666,-1.687563367231462,0.6948558674861829,2.878757837538217
2025-01-22,434.35587089419175,443.9947588601348,432.8072967513622,442.9326171875,27803800,0.04130699739738097,0.040476652398013895,,427.7684387207031,11.18746210877265,0.025756442719978553,0.02525770664578723,8.576746293308247,1.062141672634823,1.5485741428295796
2025-01-23,438.76334144088526,443.4785583455101,438.2670028193458,443.4388427734375,18389300,0.0011428952538015125,0.001142242646215011,,431.8185668945313,5.211555526164318,0.011877828054298545,0.011752591391338748,4.675501332552244,0.03971557207262322,0.49633862153945074
2025-01-24,441.9002090925553,443.37928850377745,438.16773293128523,440.8082580566406,15549500,-0.005932237916606908,-0.005949903539054129,,435.6860412597656,5.211555572492216,0.011793512347944292,0.011822726723560087,-1.0919510359146898,1.4790794112221306,2.6405251253553956
2025-01-27,420.9051049056437,432.01316613773105,420.3988297966623,431.3778381347656,35647800,-0.02139347380525536,-0.021625631239945015,0.01571134065804395,436.78394775390626,11.614336341068736,0.027593716982055552,0.026923813219723938,10.4727332291219,0.6353280029654229,0.5062751089814128
2025-01-28,431.4175234893937,445.0966142937209,428.2211016468738,443.9252624511719,23491700,0.029086854277586616,0.02867185977927945,0.01699339060294355,440.49656372070314,16.875512646847085,0.039116428350787574,0.03801431023246453,12.50773896177816,1.1713518425490292,3.1964218425198965
2025-01-29,443.41900040059096,443.60761150041753,437.17505205552743,439.0909118652344,23581400,-0.010890010086932689,-0.010949740284245566,0.01727374558380097,439.72822265625,6.432559444890103,0.014506729389310873,0.01464972121050044,-4.328088535356585,0.18861109982657354,1.9158598097069444
2025-01-30,415.7034295288443,419.7634757332681,410.1345248522129,411.95111083984375,54586300,-0.06180907026770888,-0.06380180086816058,0.02410539416758498,433.43067626953126,9.628950881055175,0.023163029691548535,0.02337401363337668,-3.7523186890005604,4.06004620442377,1.8165859876308446
2025-01-31,415.911907348454,417.60937689111034,411.87170384291437,412.0205993652344,34161900,0.00016868148564763707,0.00016866726052549094,0.024045843632769577,427.67314453125,5.737673048195973,0.013795404620115645,0.01392569463040325,-3.891307983219633,1.6974695426563358,0.1488955223200037
2025-02-03,408.5859629677824,412.36806087424213,405.6674894234756,407.91094970703125,25679100,-0.009974379107584697,-0.010024456499066435,0.023945719021956934,422.9797668457031,6.7005714507665175,0.016399416666438116,0.016426554510436616,-0.6750132607511432,3.7820979064597395,2.2434602835556348
2025-02-04,409.66794472749183,410.8889485554991,406.7395349510832,409.35028076171875,20532100,0.0035285423343531797,0.0035223316343745066,0.023961598916874285,416.0647705078125,4.149413604415884,0.010128724147982932,0.010136584239528693,-0.31766396577307887,1.2210038280072695,2.6107458106355352
2025-02-05,409.33046130378085,410.7996042139957,407.39472859021873,410.2635803222656,16316700,0.0022310954785407233,0.002228610280812701,0.02395928670451512,410.29930419921874,3.4048756237769453,0.008318158421271385,0.008299239286856478,0.9331190184847742,0.5360238917300535,1.9357327135621176
2025-02-06,410.9683447102107,415.1376009046221,410.9683447102107,412.7750244140625,16309800,0.006121537987417991,0.006102877488996973,0.022984317317742295,410.4640869140625,4.169256194411389,0.010144957021814633,0.010100553443924283,1.8066797038517848,2.3625764905596043,0.0
2025-02-07,413.4302096384315,415.58430218979566,405.1115698860282,406.7494812011719,22886800,-0.014597644858585945,-0.014705238839191713,0.023226717531185694,409.40986328125,10.472732303767486,0.025331318465882047,0.025747377164048152,-6.680728437259631,2.1540925513641582,1.6379113151436968
2025-02-10,410.6804647918203,412.4176498447071,407.91091729068654,409.2013854980469,20817900,0.006028045296171625,0.006009949316966066,0.02308044744186589,409.66795043945314,4.506732554020573,0.010973817701080812,0.011013483125271784,-1.4790792937734523,1.7371850528867867,1.290468207360334
2025-02-11,406.64031711794166,409.4694230026259,406.30278019920314,408.4271240234375,18140600,-0.0018921281844317406,-0.001893920520207777,0.02307816413232511,409.4833190917969,3.1666428034227465,0.007787331137911482,0.0077532627417787004,1.7868069054958369,1.0422989791883879,0.33753691873852176
2025-02-12,404.2280919312538,407.742177856358,401.40889219439293,406.0447082519531,19121700,-0.005833147779253922,-0.005850227035363734,0.01974526641387137,408.63954467773436,6.333285661965078,0.015667603979988027,0.01559750818876634,1.8166163206993247,1.697469604404887,2.819199736860867
2025-02-13,404.01963601763975,407.99034497113007,403.38430804391083,407.5337219238281,23891700,0.003667117540542053,0.0036604100580969645,0.01981904604264745,407.5912841796875,4.606036927219236,0.01140052739173829,0.011302222808644404,3.5140859061883702,0.4566230473019459,0.6353279737289199
2025-02-14,404.80385028408716,405.91564391864586,402.9078331667541,405.43914794921875,22758500,-0.0051396335123424786,-0.005152886859732065,0.019819192878684097,407.3292175292969,3.007810751891782,0.0074302918556257095,0.007418649055242465,0.6352976651315885,0.4764959694271056,1.8960171173330878
2025-02-18,405.012314606688,407.593281493885,403.5232987441634,406.64031982421875,21423100,0.0029626440393724085,0.0029582640582712398,0.01940941388119573,406.81700439453124,4.069982749721589,0.01004903456744024,0.010008802746075325,1.628005217530756,0.9529616696662515,1.4890158625245817
2025-02-19,404.89322664533626,412.4474864443749,404.66489995782183,411.7327575683594,24114200,0.012523199239913074,0.012445432565606061,0.017851865530765985,407.47813110351564,7.782586486553043,0.01922133040118785,0.01890203376703859,6.839530923023119,0.7147288760154993,0.22832668751442498
2025-02-20,413.0755241021682,417.07407700385164,410.340188149201,413.9110412597656,23508700,0.005290528021794749,0.005276582343463739,0.017958111567367485,409.0513977050781,6.7338888546506155,0.01630183455988326,0.016268927821194573,0.8355171575974509,3.1630357440860166,2.735335952967148
2025-02-21,415.11461566593005,415.8208212359378,405.7150240823537,406.0332946777344,27524800,-0.019032463009575173,-0.019215911717197994,0.008585865457116666,408.7513122558594,10.105797153584092,0.024344594895489995,0.02488908492493205,-9.081320988195671,0.7062055700077394,0.3182705953806817
